"Defense_Subtype","AMR_Type","Cooccurrence_Count","Alpha_MLE","P_value","Cooccurrence_Type"
"HEC-04","aac(3)-IId",22,1.08242772729018,1.77397439863336e-05,"Positive"
"HEC-04","erm(B)",20,1.14197900572917,1.82698740439635e-05,"Positive"
"RM type IV","aac(3)-IIe",23,1.04831671534268,1.8842362022764e-05,"Positive"
"HEC-08","floR",11,1.67947166740397,1.88485898960922e-05,"Positive"
"CBASS type I","cmlA1",25,0.996867023573023,1.9577039690688e-05,"Negative"
"PifAC","rmtB",17,1.25150947422603,1.96421947390446e-05,"Positive"
"PifAC","dfrA17",22,1.07160368641083,1.99396994094991e-05,"Positive"
"Hna","erm(B)",12,1.55953909985175,2.01912479602662e-05,"Positive"
"Lamassu Cap4-nuclease","qnrB",13,1.48193681143664,2.13348175849282e-05,"Positive"
"Hachiman","qnrB",11,1.64739672368781,2.23317642388254e-05,"Positive"
"Ppl","qnrS",18,1.19681425168924,2.5192229802129e-05,"Positive"
"Gabija","arr-3",44,0.734653268424336,2.60813436613529e-05,"Negative"
"Lamassu Cap4-nuclease","aph(3')-Ia",14,1.38883126791541,2.89913573054967e-05,"Positive"
"AbiD","aph(3')-IIIa",15,1.31314356112288,2.96111338579097e-05,"Positive"
"PD-T7-2","blaOXA",35,0.827707042671302,3.04841919523752e-05,"Negative"
"Shango","aac(3)-IIe",18,1.16934280860331,3.20047552703207e-05,"Positive"
"Shedu","sul1",28,0.942981105776005,3.2933447196323e-05,"Negative"
"CBASS type I","blaOXA",67,0.576715213975256,3.33655818576923e-05,"Negative"
"RM type I","aac(3)-IIe",43,0.734029991308445,3.46532583266362e-05,"Negative"
"Mokosh type II","tet(B)",17,1.19309710063274,3.9237118731994e-05,"Positive"
"CBASS type III","aph(3'')-Ib",14,1.40237220872462,3.96583608838208e-05,"Positive"
"HEC-05","sul3",13,1.40452616161687,4.0249354927413e-05,"Positive"
"Mokosh type I","tet(B)",11,1.550152702786,4.43445113671448e-05,"Positive"
"CRISPR-Cas type IV","tet(B)",16,1.22443190583082,4.55737877469442e-05,"Positive"
"RM type IV","blaOXA",58,0.608148133009489,4.61742002866799e-05,"Negative"
"SoFic","dfrA1",18,1.15044653170101,4.65100160766951e-05,"Positive"
"RloC","ble",16,1.22376292600716,4.65301886523051e-05,"Positive"
"Gabija","tet(M)",31,0.84947007130879,4.75881419221681e-05,"Negative"
"HEC-05","sul2",34,0.815674626162226,4.88296776898612e-05,"Negative"
"CBASS type I","vanH-A",17,1.17757378660546,4.95603929235866e-05,"Positive"
"CBASS type I","vanA",17,1.17757378660546,4.95603929235866e-05,"Positive"
"CBASS type I","vanX-A",17,1.17757378660546,4.95603929235866e-05,"Positive"
"RM type II","blaVIM",27,0.936666233563725,5.08578906795737e-05,"Negative"
"Shango","blaSHV",20,1.06314084844174,5.10270529352486e-05,"Positive"
"RM type II","bla",26,0.965776595993772,5.1265332596835e-05,"Negative"
"HEC-05","cmlA1",12,1.44344114079297,5.42360535549236e-05,"Positive"
"Mokosh type I","ble",12,1.44669713671451,5.44012702968777e-05,"Positive"
"CRISPR-Cas type IV","sul2",46,0.695880159304476,5.50604845590996e-05,"Negative"
"CBASS type I","vanY-A",16,1.201407983057,6.23147260787604e-05,"Positive"
"RM type I","arr-3",48,0.656118013198151,7.09853777172457e-05,"Negative"
"PD-T7-2","blaSHV",16,1.18449781307289,7.18956296470452e-05,"Positive"
"Ppl","aadA1",19,1.07781979047833,7.19292935272842e-05,"Positive"
"PifAC","sul3",20,1.03658800934074,7.19876508589179e-05,"Positive"
"CBASS type III","sul2",14,1.34334945454998,7.21803765539875e-05,"Positive"
"RM type I","qnrS",75,0.52179150264638,7.24242554730478e-05,"Negative"
"RM type IV","aadA16",14,1.2859060722503,7.29823162483045e-05,"Positive"
"RloC","aph(3'')-Ib",38,0.75087305278436,7.37824014085936e-05,"Negative"
"Thoeris type II","sul1",12,1.4931204871263,8.36508467965125e-05,"Positive"
"Mokosh type I","aadA5",11,1.47582842791498,8.41252472848497e-05,"Positive"
"RM type II","dfrA5",17,1.1877228067874,8.71392547467931e-05,"Positive"
"CRISPR-Cas type IV","aac(3)-IIe",15,1.21137383504656,8.82703613399594e-05,"Positive"
"Ppl","blaOXA",25,0.924621820626925,9.21482146153019e-05,"Negative"
"AbiJ","aac(3)-IIe",11,1.45750044125852,9.68236691664126e-05,"Positive"
"Gabija","qnrS",65,0.540472951562792,0.000101993815157598,"Negative"
"SoFic","fosA",24,0.958553374747882,0.000105141298778347,"Negative"
"Shedu","dfrA12",13,1.31358010160092,0.000106086407859918,"Positive"
"Uzume","aph(4)-Ia",11,1.43783095320345,0.000112424639572506,"Positive"
"Ppl","tet(A)",28,0.859121390439877,0.00011690631164658,"Negative"
"PifAC","aac(6')-Ib-cr",32,0.775064737849559,0.000121135906774094,"Negative"
"Hok/Sok","qepA",14,1.38547318939386,0.000125302260263305,"Positive"
"RM type II","cml",12,1.44726142200672,0.000125439563808172,"Positive"
"CBASS type I","lnu(F)",12,1.35611065251293,0.000128979480271574,"Positive"
"Mokosh type II","aph(4)-Ia",13,1.2803616861555,0.000130835379220207,"Positive"
"SoFic","aadA1",62,0.547003443518208,0.000132699736456281,"Negative"
"CBASS type I","blaDHA",15,1.17536778788055,0.00013570340035618,"Positive"
"RM type II","erm(A)",13,1.35416685088436,0.000145060207396353,"Positive"
"CBASS type I","vanS-A",16,1.12302979492881,0.000146328016818686,"Positive"
"Gabija","tet(D)",25,0.877502416944972,0.00014681507473802,"Negative"
"RloC","aph(6)-Id",38,0.728857421480412,0.000150056104939381,"Negative"
"RM type II","mcr-10",11,1.50525741455362,0.000156665528972422,"Positive"
"Tmn","aac(6')-Ib-cr",24,0.894435288105441,0.000159543231104973,"Negative"
"Ppl","aac(6')-Ib-cr",17,1.07801473773333,0.000161914993193402,"Positive"
"PifAC","catA1",17,1.06376937649185,0.000174659005430677,"Positive"
"Lamassu Mrr","aph(3'')-Ib",17,1.09899812382585,0.000176433928915087,"Positive"
"CRISPR-Cas type IV","mph(A)",31,0.767529272283333,0.000179102387504112,"Negative"
"RM type I","sul3",43,0.645409463853261,0.000182708812246338,"Negative"
"Gabija","dfrA27",13,1.26697178061103,0.000189818836231148,"Positive"
"RM type I","blaDHA",24,0.884743195070243,0.000191717200814714,"Negative"
"BREX type I","aph(3')-Ia",15,1.14698938824122,0.000192262175999214,"Positive"
"MazEF","lnu(F)",26,0.882390206710932,0.000195008363714027,"Negative"
"Hok/Sok","catB",25,0.947535078779724,0.00019553592967981,"Negative"
"RM type III","blaTEM",52,0.593323708719574,0.00020357931726726,"Negative"
"RM type II","aadA5",22,-0.734950706733156,0.000204647830412186,"Negative"
"Ppl","aph(3')-Ia",17,1.05706084626648,0.000204861019741376,"Positive"
"HEC-06","blaNDM",11,1.36423737676626,0.000218123156258798,"Positive"
"MazEF","aph(3')-IIIa",17,-0.821011286185839,0.000218728878419339,"Negative"
"Tmn","tet(M)",12,1.28664097499965,0.000219076724265133,"Positive"
"Lamassu Mrr","aph(6)-Id",17,1.07714989655154,0.000224663260909197,"Positive"
"Mokosh type II","aac(3)-IIe",15,1.11566131707265,0.000238239533421503,"Positive"
"Mokosh type II","blaSHV",17,1.0308884193944,0.000252213660835388,"Positive"
"HEC-08","sul1",16,1.11549495184878,0.000271422107031905,"Positive"
"Lamassu Cap4-nuclease","aadA2",14,1.16646965749992,0.000272825604156424,"Positive"
"CBASS type I","vanR-A",16,1.06374937698215,0.000274381693615267,"Positive"
"PifAC","ant(2'')-Ia",12,1.26047946336417,0.000280097861250828,"Positive"
"AbiJ","qnrB",15,1.10575243838419,0.000280332222877377,"Positive"
"AbiP2","sul2",14,1.19361892282494,0.000282706756390749,"Positive"
"Gabija","bla",15,1.11571631640395,0.000288657502048872,"Positive"
"PD-T4-5","blaOXA",34,0.716284085292362,0.00029339318003511,"Negative"
"Hok/Sok","mcr-10",14,1.27621201773435,0.000299543004472547,"Positive"
"RM type IV","armA",12,1.23998946066301,0.0003416895879087,"Positive"
"RM type III","mph(A)",29,0.755845139266226,0.000345878555367889,"Negative"
"PifAC","catB3",28,0.796858536947148,0.00034904402741089,"Negative"
"RM type I","aph(3')-VIa",15,1.09755433386488,0.000366083215759483,"Positive"
"RM type I","floR",80,0.443294636996624,0.000366707841435736,"Negative"
"RloC","blaSHV",14,1.11780277533249,0.000371331258226859,"Positive"
"PD-T7-2","catA2",11,1.26404748693193,0.000469086148752629,"Positive"
"RM type II","sul3",65,0.48680132121108,0.000497407138664548,"Negative"
"Hhe","mph(A)",15,1.0535907718237,0.000528898923831123,"Positive"
"RM type II","aac(3)-IVa",48,0.58136548018726,0.000572322139415029,"Negative"
"RM type II","spw",11,1.30729579011597,0.000641874657032027,"Positive"
"PifAC","aadA2",36,0.655669751113561,0.000664901274396981,"Negative"
"Hhe","blaCTX-M",19,0.939291713413657,0.000714917310807675,"Negative"
"HEC-05","ble",12,1.15039844345345,0.000716323810286856,"Positive"
"CBASS type III","aph(6)-Id",12,1.19388883295756,0.000733088811689098,"Positive"
"HEC-05","aadA1",19,0.934565466930862,0.000740671473732621,"Negative"
"Hhe","tet(A)",19,0.927214024222181,0.000758159128839778,"Negative"
"PD-T4-5","mph(E)",12,1.14005444287775,0.000767559507738547,"Positive"
"RM type II","mcr-3",12,1.20783448134976,0.000785003442614896,"Positive"
"Gabija","blaNDM",44,0.566606214794589,0.000788590770428075,"Negative"
"PD-T4-5","msr(E)",12,1.13580428190809,0.00079519722448218,"Positive"
"Hhe","sul1",23,0.821220387988549,0.000795678433834679,"Negative"
"AbiJ","catB3",14,1.04042100108325,0.000800270355145627,"Positive"
"Ppl","sul2",28,0.744661606678151,0.000806275163730268,"Negative"
"Ppl","catB3",14,1.03201301687695,0.00086373496026948,"Positive"
"Tmn","catA1",12,1.11370073931236,0.000954636071696213,"Positive"
"Gabija","ble",41,0.590161900383439,0.000960268985579633,"Negative"
"CBASS type I","catA1",20,0.833057038186967,0.000991683597694189,"Negative"
"BREX type I","tet(A)",22,0.82206379522351,0.00101804578006484,"Negative"
"Shango","aph(3'')-Ib",13,-0.837011039003524,0.0010294810378616,"Negative"
"PD-T7-2","ble",14,1.00624060882779,0.00104830104265352,"Positive"
"Hok/Sok","dfrB1",11,1.31096225719973,0.0010500273985069,"Positive"
"Hok/Sok","erm(B)",133,0.327019056153684,0.00107437157804882,"Negative"
"RM type I","aac(6')-Ie/aph(2'')-Ia",22,0.809382724116348,0.00108444091975138,"Negative"
"RloC","catB3",18,0.925112756842466,0.00111563066874347,"Negative"
"Uzume","aph(3')-Ia",19,0.843126100765779,0.00125281548949336,"Negative"
"BREX type I","blaOXA",19,0.850822609368755,0.00126412406610012,"Negative"
"SoFic","blaOXA",35,-0.526966016059024,0.00129784013418122,"Negative"
"Uzume","aadA2",22,0.777753596825232,0.00132915865521811,"Negative"
"AbiD","mph(E)",11,1.12562306600685,0.00138575275193764,"Positive"
"IetAS","blaSHV",14,0.974991584000737,0.00138604976447942,"Negative"
"AbiD","msr(E)",11,1.12138176971114,0.00143129047985557,"Positive"
"PD-T7-2","aadA2",24,0.749188769121296,0.00146848592868243,"Negative"
"HEC-04","aadA5",13,1.01139251855009,0.00147340824019149,"Positive"
"HEC-04","ble",14,0.966721732401964,0.00149434062938025,"Negative"
"HEC-05","blaNDM",12,1.05426638505526,0.00157765284726885,"Positive"
"Hhe","aadA1",12,1.06382436715045,0.00158742019094227,"Positive"
"Ppl","aac(6')-Ib",12,1.05376997544142,0.00160373204473507,"Positive"
"Shango","aph(6)-Id",14,-0.782476438165087,0.00162229692913463,"Negative"
"RloC","aac(3)-IId",17,0.922082139354241,0.00163871858748194,"Negative"
"SoFic","aph(3')-Ia",53,0.479659603534325,0.00188241485719559,"Negative"
"Shango","sul2",15,-0.748457466334265,0.00194083190961358,"Negative"
"Gabija","blaLAP",20,0.8234049018927,0.00195624904063979,"Negative"
"RM type I","armA",20,0.810953774234528,0.0020289640507264,"Negative"
"AbiH","erm(B)",12,1.02175635218473,0.00205826017339206,"Positive"
"Gabija","cmlA1",32,0.626508315841688,0.00215964638548806,"Negative"
"RM type II","sat4",12,-0.814904472947594,0.0021654719811357,"Negative"
"Shedu","blaTEM",25,0.716608789900668,0.00219491446773787,"Negative"
"Tmn","aadA1",23,0.726582611562499,0.00221134827541247,"Negative"
"CRISPR-Cas type IV","blaSHV",14,0.921143162235667,0.00222723724759422,"Negative"
"RM type II","cmlA5",25,0.711763593112075,0.00225279983993069,"Negative"
"Lamassu Mrr","blaTEM",19,0.866963264814618,0.00230103182162246,"Negative"
"Gabija","aadA1",68,0.40474271773582,0.00243173171227862,"Negative"
"RM type II","dfrG",16,0.915187805725542,0.00243337812867539,"Negative"
"AbiE","tet(L)",16,0.903201484418936,0.00246782790950063,"Negative"
"PD-T7-2","blaNDM",14,0.909840102090826,0.00247004231518699,"Negative"
"RM type I","erm(B)",52,0.461527780959266,0.00249675483523241,"Negative"
"RloC","blaKPC",17,0.802551801552008,0.00311913695369789,"Negative"
"RM type II","aph(4)-Ia",45,0.504638921386316,0.00323217186605212,"Negative"
"RM type I","cmlA1",35,0.550686988790343,0.00327573313788992,"Negative"
"CBASS type I","dfrA1",11,1.01309673375588,0.00331789601641908,"Positive"
"PD-T4-5","blaNDM",15,0.907595176178297,0.00359567809911202,"Negative"
"CBASS type II","ble",13,0.901541636609008,0.00366280257419815,"Negative"
"Lamassu Mrr","sul2",15,0.894590035311003,0.00370310729607055,"Negative"
"Gabija","catA",12,0.956974414177993,0.00375563716868499,"Negative"
"Hhe","aph(3'')-Ib",18,0.8108326054133,0.00388613709892338,"Negative"
"RM type I","tet(D)",24,0.66037819519428,0.00388864078005229,"Negative"
"RM type II","lsa(E)",11,1.03879303075191,0.00398694564304991,"Positive"
"RosmerTA","aph(3'')-Ib",16,0.818281782356886,0.00417900891474884,"Negative"
"Hhe","aph(6)-Id",18,0.788975479702462,0.00423281729931651,"Negative"
"HEC-05","sul1",33,0.568051179081392,0.00458542024215938,"Negative"
"PD-T4-5","blaTEM",47,0.463356016562343,0.00467995942432821,"Negative"
"AbiD","arr-3",12,0.91069410892884,0.00474638889630175,"Negative"
"PD-T7-2","mph(A)",25,0.659022948234209,0.00479356028454202,"Negative"
"RM type III","aadA5",12,0.904250438564607,0.00497201209830278,"Negative"
"BREX type I","sul1",25,0.640279812994963,0.00500828096803686,"Negative"
"RM type I","dfrA1",18,0.742688637952274,0.0053087391872405,"Negative"
"AbiP2","blaTEM",14,0.889351567723523,0.00554123756932973,"Negative"
"Lamassu Cap4-nuclease","sul1",20,0.717333924159576,0.00554180994542713,"Negative"
"HEC-04","blaNDM",14,0.870320644899157,0.00566359483960016,"Negative"
"IetAS","tet(A)",34,0.530181191314024,0.00623283625413571,"Negative"
"PD-T7-2","blaCTX-M",32,0.546467389747737,0.00646501225409585,"Negative"
"AbiJ","aph(3'')-Ib",24,0.639487701602046,0.00647942283716213,"Negative"
"Tmn","blaOXA",30,0.55566183736118,0.00692471813068963,"Negative"
"Hachiman","blaCTX-M",13,0.92605198899364,0.00705386053542011,"Negative"
"RM type IV","aph(3')-Ia",32,0.527292931680068,0.00713986937461982,"Negative"
"AbiJ","aph(6)-Id",24,0.617582439227175,0.00716278058398769,"Negative"
"PifAC","dfrA12",24,0.612447438268892,0.00733785771933218,"Negative"
"CBASS type II","aac(6')-Ib-cr",19,0.715912140167169,0.00757737311364807,"Negative"
"AbiP2","sul1",13,0.893185646713439,0.00765927353388064,"Negative"
"BREX type I","aadA1",13,0.891683867617587,0.00772189224610712,"Negative"
"CBASS type II","aph(3')-Ia",19,0.694922960357646,0.00800731780303543,"Negative"
"PD-T7-2","aac(3)-IId",16,0.781840621119849,0.00848034290881422,"Negative"
"RM type I","bleO",21,0.661575775800159,0.00849727916887637,"Negative"
"CRISPR-Cas type IV","qnrS",19,0.676459429115833,0.00860510410033289,"Negative"
"RM type II","rmtB",16,-0.631741579888806,0.00885949548510323,"Negative"
"AbiE","vanZ-A",13,0.842795256734256,0.00886041523641673,"Negative"
"RosmerTA","blaOXA",13,0.833244072295261,0.00934714095005295,"Negative"
"PD-T7-2","floR",19,0.656528850962665,0.00952599452503899,"Negative"
"AbiJ","blaTEM",30,0.526562971381317,0.0106966264582548,"Negative"
"HEC-05","dfrA12",13,0.793286255297718,0.0108256120494684,"Negative"
"PD-T7-2","dfrA12",16,0.704281580985345,0.0110313422881936,"Negative"
"MazEF","aadA22",20,0.65180622530647,0.0113676312643014,"Negative"
"RloC","floR",18,0.67508853853697,0.01140238199047,"Negative"
"AbiJ","sul2",24,0.580248942691902,0.0122010413525026,"Negative"
"BREX type I","aadA2",13,0.76960993878476,0.0124727496486928,"Negative"
"RM type II","aph(3')-IIIa",25,-0.491325263075968,0.0127665568007935,"Negative"
"MazEF","aac(6')-Ib",77,0.311483429847619,0.0134147081832507,"Negative"
"RM type IV","mph(E)",15,0.714362032428344,0.0139545598046309,"Negative"
"RM type IV","msr(E)",15,0.710084733156785,0.0141806991178557,"Negative"
"Hok/Sok","aac(3)-VIa",16,0.73371750209796,0.0164882820575176,"Negative"
"RM type I","qnrB",58,0.342382295287975,0.0168209788410009,"Negative"
"Hok/Sok","blaCMY",33,-0.427806719029782,0.0169032568036659,"Negative"
"RM type II","lnu(B)",11,0.843261424039229,0.0182848542617413,"Negative"
"RM type IV","aac(3)-IId",25,0.509863587709268,0.0184268122204985,"Negative"
"Tmn","sul3",11,0.824611281700572,0.0186401374286441,"Negative"
"HEC-05","mph(A)",18,0.619732716524834,0.0219026051451306,"Negative"
"BREX type I","blaCTX-M",18,0.610312842974906,0.0222176965980939,"Negative"
"RloC","aac(6')-Ib-cr",16,0.636005398945342,0.0225458803926973,"Negative"
"Gabija","qnrA",11,0.768300814339331,0.0227847937752993,"Negative"
"RM type IV","blaTEM",76,0.288292562381871,0.023676506837576,"Negative"
"RloC","aph(3')-Ia",16,0.615066743889096,0.0243633417336847,"Negative"
"AbiE","vanS-A",16,0.61411087455216,0.0245333903645789,"Negative"
"MazEF","blaVIM",19,0.600218161591371,0.0270194467664564,"Negative"
"RM type II","bleO",11,-0.639808788969678,0.0280713508368163,"Negative"
"HEC-05","blaCTX-M",23,0.504987322783774,0.0284557662532291,"Negative"
"Uzume","aph(3'')-Ib",28,0.457404326144608,0.0289382461658991,"Negative"
"PD-T4-5","aac(3)-IId",15,0.638320919262608,0.0295755247812517,"Negative"
"RloC","qnrS",15,0.624171314471175,0.0305808296009229,"Negative"
"CBASS type II","qnrB",15,0.620233716834974,0.0309308149905312,"Negative"
"Hachiman","sul2",12,0.70970163655482,0.0348314892650713,"Negative"
"RosmerTA","aph(6)-Id",14,0.646518089971154,0.0378284165515187,"Negative"
"RloC","qnrB",14,0.649446437316208,0.0390360178951605,"Negative"
"AbiD","aac(3)-IId",14,0.643568835542151,0.0393235507858203,"Negative"
"Uzume","aph(6)-Id",28,0.435465972611502,0.0412368999310929,"Negative"
"HEC-04","qnrS",16,0.577074865842368,0.041410423170896,"Negative"
"Uzume","aadA1",16,0.559313322101029,0.0429759981163454,"Negative"
"MazEF","mph(E)",44,0.340318168814689,0.0431892136001131,"Negative"
"AbiE","vanR-A",16,0.554825122964571,0.0434655852025071,"Negative"
"MazEF","msr(E)",44,0.335761263405222,0.0436010436238838,"Negative"
"PD-T7-2","catB3",14,0.583029113154109,0.0447369635627292,"Negative"
"MazEF","blaCMY",17,-0.492414667107021,0.0450621645909938,"Negative"
"PD-T7-2","aph(3')-Ia",16,0.539383634685974,0.0455756134577928,"Negative"
"Gabija","floR",59,0.286771645478773,0.0455793869559041,"Negative"
"SoFic","floR",48,0.305763566087538,0.0482605008042603,"Negative"
"Gabija","aadA22",11,0.701850896367395,0.0489931060953232,"Negative"
